DTW	DistanceNormalization	FeatureNormalization	Clustering	Feature	Newick
DTW-I	by-sum	none	Complete	GFCC	((((((German:74.052639,Dutch:74.052639):18.152302,English:92.204941):8.524325,((((Nepali:60.149997,Bengali:60.149997):7.897820,Urdu:68.047816):7.219431,(Marathi:62.498807,Gujarati:62.498807):12.768441):5.635475,Hindi:80.902722):19.826543):6.507187,Greek:107.236453):9.086722,(((((Slovak:71.376583,Czech:71.376583):10.128370,Polish:81.504953):3.714235,((Croatian:70.484115,Bulgarian:70.484115):4.181886,((Ukrainian:56.453540,Russian:56.453540):5.224673,((Serbian:45.152055,Bosnian:45.152055):8.875939,Macedonian:54.027993):7.650220):12.987786):10.553188):7.751271,Slovenian:92.970459):9.036129,Latvian:102.006588):14.316588):6.103835,((((((Welsh:69.296104,Italian:69.296104):9.189965,Romanian:78.486069):15.057554,French:93.543623):2.025573,((Spanish:67.553277,Portuguese:67.553277):9.572833,Catalan:77.126110):18.443085):9.307413,(((((Sinhala:49.090332,Albanian:49.090332):15.300686,Galician:64.391018):4.580176,(Icelandic:60.951324,Afrikaans:60.951324):8.019870):9.413519,(((Lithuanian:53.898067,Armenian:53.898067):6.127343,Persian:60.025410):7.840720,Pashto:67.866131):10.518583):8.178416,Irish:86.563129):18.313480):8.010518,((Swedish:70.064636,Norwegian:70.064636):17.525045,Danish:87.589681):25.297446):9.539884);
DTW-I	by-sum	none	UPGMA	GFCC	(((((((((((((((((((Icelandic:60.951324,Afrikaans:60.951324):1.957688,(((Lithuanian:53.898067,Armenian:53.898067):4.717952,Persian:58.616019):2.053915,(Sinhala:49.090332,Albanian:49.090332):11.579601):2.239079):3.801053,Galician:66.710066):1.698217,Pashto:68.408283):1.872178,((Nepali:60.149997,Bengali:60.149997):5.451802,Urdu:65.601799):4.678662):5.273663,((((Ukrainian:56.453540,Russian:56.453540):3.302468,((Serbian:45.152055,Bosnian:45.152055):6.245940,Macedonian:51.397994):8.358014):5.740307,Croatian:65.496316):2.589516,Bulgarian:68.085831):7.468292):6.682019,(Swedish:70.064636,Norwegian:70.064636):12.171507):1.240865,(German:74.052639,Dutch:74.052639):9.424369):0.735896,(((Welsh:69.296104,Italian:69.296104):7.351809,(Spanish:67.553277,Portuguese:67.553277):9.094636):0.376396,Catalan:77.024309):7.188594):2.349487,((Marathi:62.498807,Gujarati:62.498807):13.080868,Hindi:75.579674):10.982715):1.391127,Romanian:87.953517):1.236087,French:89.189603):0.657393,Latvian:89.846997):0.863243,((Slovak:71.376583,Czech:71.376583):6.851336,Polish:78.227919):12.482321):1.837911,Irish:92.548151):1.586270,English:94.134420):4.067000,Slovenian:98.201421):1.921917,Danish:100.123338):1.587949,Greek:101.711286);
DTW-I	by-sum	none	WPGMA	GFCC	(((((((German:74.052639,Dutch:74.052639):11.592641,(Swedish:70.064636,Norwegian:70.064636):15.580644):4.689896,Danish:90.335176):8.288579,English:98.623755):1.517853,(((((((Icelandic:60.951324,Afrikaans:60.951324):1.926266,(((Lithuanian:53.898067,Armenian:53.898067):4.717952,Persian:58.616019):1.910604,(Sinhala:49.090332,Albanian:49.090332):11.436291):2.350968):4.210153,Galician:67.087744):6.402946,Pashto:73.490690):11.158182,Irish:84.648872):9.003288,((((Nepali:60.149997,Bengali:60.149997):5.451802,Urdu:65.601799):6.786468,(Marathi:62.498807,Gujarati:62.498807):9.889460):2.268166,Hindi:74.656433):18.995726):1.829797,(((((Welsh:69.296104,Italian:69.296104):7.351809,(Spanish:67.553277,Portuguese:67.553277):9.094636):0.376396,Catalan:77.024309):11.934164,Romanian:88.958473):3.071690,French:92.030163):3.451793):4.659651):1.802932,(((((Slovak:71.376583,Czech:71.376583):6.851336,Polish:78.227919):2.845631,((((Ukrainian:56.453540,Russian:56.453540):3.415010,((Serbian:45.152055,Bosnian:45.152055):6.245940,Macedonian:51.397994):8.470556):7.334505,Croatian:67.203056):1.788135,Bulgarian:68.991190):12.082360):6.809752,Slovenian:87.883302):10.056212,Latvian:97.939514):4.005025):5.786360,Greek:107.730900);
DTW-I	by-sum	none	UPGMC	GFCC	((((((((((((((((((((((Marathi:62.498807,Gujarati:62.498807):-6.154149,((((((((((((((((((Serbian:45.152055,Bosnian:45.152055):1.097202,Macedonian:46.249256):4.907526,Lithuanian:51.156782):-2.628185,Ukrainian:48.528597):-0.424395,Russian:48.104202):4.501894,(Sinhala:49.090332,Albanian:49.090332):3.515764):-3.149330,Armenian:49.456766):0.488143,Persian:49.944909):0.189359,Nepali:50.134268):1.636978,Icelandic:51.771245):2.787468,Afrikaans:54.558714):1.393970,Welsh:55.952684):0.117166,Pashto:56.069850):0.787705,Galician:56.857554):1.277466,Bengali:58.135021):-0.597461,Urdu:57.537560):2.894356,Swedish:60.431915):0.755082,Bulgarian:61.186997):-4.842340):7.290215,Portuguese:63.634873):0.479518,Italian:64.114390):0.362496,Croatian:64.476887):1.693827,German:66.170714):-0.372522,Dutch:65.798192):3.242201,Polish:69.040394):-0.192607,Slovak:68.847786):0.573779,Romanian:69.421566):0.160964,Latvian:69.582530):0.926243,French:70.508773):0.422348,Norwegian:70.931122):0.481330,Spanish:71.412452):0.818646,Irish:72.231098):0.388493,Czech:72.619591):0.300489,Catalan:72.920080):0.140896,Hindi:73.060977):1.222341,English:74.283318):5.191053,Slovenian:79.474371):1.762810,Danish:81.237181):1.413926,Greek:82.651107);
DTW-I	by-sum	none	WPGMC	GFCC	(((((((((((German:74.052639,Dutch:74.052639):-1.408808,(((((Croatian:70.484115,Bulgarian:70.484115):-3.610470,((((((Spanish:67.553277,Portuguese:67.553277):0.497805,Italian:68.051082):-4.961348,Catalan:63.089734):4.895835,(((Marathi:62.498807,Gujarati:62.498807):1.298014,((((Icelandic:60.951324,Afrikaans:60.951324):-4.234029,(((((((Sinhala:49.090332,Albanian:49.090332):5.777853,Persian:54.868185):-4.211457,(((((Serbian:45.152055,Bosnian:45.152055):1.097202,Macedonian:46.249256):5.013375,Lithuanian:51.262631):-2.267764,Ukrainian:48.994868):-1.016565,Russian:47.978302):2.678426):-2.263827,Armenian:48.392902):3.497171,Nepali:51.890072):2.760160,Bengali:54.650233):1.530093,Urdu:56.180325):0.536970):1.601499,Welsh:58.318794):2.873553,Swedish:61.192347):2.604473):2.136807,Hindi:65.933628):2.051941):-1.386375,Galician:66.599194):1.546182,Pashto:68.145376):-1.271731):4.151324,Slovak:71.024968):-7.982308,Czech:63.042660):3.019463,Polish:66.062123):6.581707):5.143731,English:77.787561):1.059642,Norwegian:78.847203):-0.816357,Danish:78.030846):9.025387,French:87.056233):-7.780051,Romanian:79.276182):1.377682,Latvian:80.653864):7.150627,Slovenian:87.804491):6.673759,Greek:94.478250):0.927665,Irish:95.405914);
DTW-I	by-sum	none	Ward	GFCC	(((((((Romanian:93.543623,French:93.543623):2.488217,((((((Lithuanian:53.898067,Armenian:53.898067):6.230391,Persian:60.128458):7.696063,Welsh:67.824522):4.002421,Pashto:71.826942):8.688924,((Nepali:60.149997,Bengali:60.149997):7.230253,Urdu:67.380249):13.135618):11.494934,Latvian:92.010801):4.021039):4.130173,((((Sinhala:49.090332,Albanian:49.090332):16.871032,Galician:65.961364):4.930029,(Icelandic:60.951324,Afrikaans:60.951324):9.940069):19.842004,Irish:90.733397):9.428616):23.203027,((Marathi:62.498807,Gujarati:62.498807):17.051402,Hindi:79.550209):43.814831):9.706520,(((German:74.052639,Dutch:74.052639):20.543426,English:94.596064):11.369890,((Swedish:70.064636,Norwegian:70.064636):21.747894,Danish:91.812530):14.153425):27.105605):5.667469,(((Italian:74.385633,Catalan:74.385633):6.899176,(Spanish:67.553277,Portuguese:67.553277):13.731532):29.751227,Greek:111.036037):27.702991):40.004596,(((((((Serbian:45.152055,Bosnian:45.152055):8.251987,Macedonian:53.404041):12.582578,Croatian:65.986619):7.079167,Bulgarian:73.065786):1.200151,(Ukrainian:56.453540,Russian:56.453540):17.812396):20.271511,Slovenian:94.537448):8.460562,((Slovak:71.376583,Czech:71.376583):9.094464,Polish:80.471047):22.526963):75.745613);
DTW-I	by-sum	none	NJ	GFCC	(((((Icelandic:27.70384,((Swedish:30.66738,Norwegian:39.39725)Inner9:2.24952,Danish:49.60269)Inner16:3.12730)Inner26:1.57012,((German:36.53976,Dutch:37.51288)Inner17:2.81032,Afrikaans:32.59109)Inner25:2.25786)Inner29:3.69693,((Nepali:26.98899,(((Urdu:28.24259,Hindi:40.60838)Inner4:3.29784,(Marathi:31.40347,Gujarati:31.09533)Inner2:5.88452)Inner12:2.81807,Bengali:33.47820)Inner21:0.73627)Inner22:4.02288,((Persian:26.09545,Pashto:36.19324)Inner27:2.30329,(Irish:47.22784,(Galician:34.12187,(Sinhala:21.13802,Albanian:27.95232)Inner10:3.46624)Inner23:2.64307)Inner28:1.24093)Inner30:1.70443)Inner31:1.12638)Inner38:1.07906,Armenian:28.57805)Inner39:0.53797,((Lithuanian:17.03499,Latvian:43.97969)Inner24:3.27047,((Ukrainian:26.93951,Russian:29.51403)Inner13:3.09118,((Polish:37.62721,(Slovak:34.61811,Czech:36.75848)Inner1:4.91241)Inner8:5.62065,((Macedonian:26.07392,Bulgarian:35.04230)Inner14:0.92228,((Slovenian:46.58649,Croatian:34.39890)Inner7:1.80988,(Serbian:22.50146,Bosnian:22.65059)Inner5:3.22672)Inner11:2.61013)Inner15:1.79230)Inner18:0.33496)Inner19:5.14623)Inner36:1.54073,(((Welsh:30.27492,Greek:55.12819)Inner33:1.27578,English:49.46711)Inner35:1.35433,(French:47.00015,(Romanian:44.16696,(Italian:35.57324,(Portuguese:32.17963,(Spanish:37.15288,Catalan:39.12981)Inner3:2.01871)Inner6:3.97239)Inner20:2.42350)Inner32:1.15000)Inner34:1.64706)Inner37:1.16919)Inner40:0.00000;
DTW-I	by-sum	none	Single	IMFCC	((((((((((((Sinhala:3.230710,Albanian:3.230710):0.011541,((((((((((((Slovak:2.968663,Czech:2.968663):0.031696,((((((Serbian:2.430809,Bosnian:2.430809):0.110928,Croatian:2.541737):0.011238,Macedonian:2.552975):0.077070,Bulgarian:2.630044):0.085041,(Ukrainian:2.600686,Russian:2.600686):0.114399):0.112392,Polish:2.827477):0.172881):0.009853,((((Spanish:2.808824,Galician:2.808824):0.076908,Portuguese:2.885732):0.042631,(Welsh:2.813949,Italian:2.813949):0.114414):0.003982,Romanian:2.932345):0.077866):0.019332,Catalan:3.029543):0.031470,(Lithuanian:2.733654,Latvian:2.733654):0.327359):0.109661,English:3.170674):0.007753,Nepali:3.178427):0.008971,Armenian:3.187398):0.002648,Icelandic:3.190045):0.028922,Persian:3.218968):0.004532,Swedish:3.223500):0.006765,((Marathi:2.984829,Gujarati:2.984829):0.177813,(Urdu:2.982065,Hindi:2.982065):0.180577):0.067623):0.011986):0.028309,Slovenian:3.270560):0.006577,(German:3.226146,Dutch:3.226146):0.050991):0.010352,Bengali:3.287488):0.001446,French:3.288934):0.026819,Greek:3.315753):0.010234,Norwegian:3.325987):0.059176,Pashto:3.385163):0.058887,Afrikaans:3.444050):0.021344,Danish:3.465394):0.055442,Irish:3.520837);
DTW-I	by-sum	none	Complete	IMFCC	((((((((((Spanish:2.808824,Galician:2.808824):0.420854,Portuguese:3.229678):0.239426,Catalan:3.469104):0.328275,((Welsh:2.813949,Italian:2.813949):0.392923,Romanian:3.206872):0.590507):0.141265,French:3.938644):0.476778,(((Nepali:3.287488,Bengali:3.287488):0.159297,(Urdu:2.982065,Hindi:2.982065):0.464720):0.286523,(Marathi:2.984829,Gujarati:2.984829):0.748480):0.682113):0.034183,(((Lithuanian:2.733654,Latvian:2.733654):1.241843,Greek:3.975496):0.326952,((((((Ukrainian:2.600686,Russian:2.600686):0.361839,Polish:2.962525):0.140868,((Serbian:2.430809,Bosnian:2.430809):0.366350,Croatian:2.797159):0.306234):0.169748,(Macedonian:2.630044,Bulgarian:2.630044):0.643097):0.122559,(Slovak:2.968663,Czech:2.968663):0.427038):0.267205,Slovenian:3.662905):0.639543):0.147157):0.128575,(((Sinhala:3.230710,Albanian:3.230710):0.637762,Pashto:3.868472):0.296027,(((Persian:3.291416,Armenian:3.291416):0.212068,Icelandic:3.503483):0.303164,Afrikaans:3.806647):0.357852):0.413681):0.231589,((((German:3.226146,Dutch:3.226146):0.132252,English:3.358397):0.512771,Danish:3.871168):0.269651,(Swedish:3.325987,Norwegian:3.325987):0.814832):0.668950):0.177179,Irish:4.986948);
DTW-I	by-sum	none	UPGMA	IMFCC	(((((((((((Slovak:2.968663,Czech:2.968663):0.208633,((((Serbian:2.430809,Bosnian:2.430809):0.238639,Croatian:2.669448):0.233131,(Macedonian:2.630044,Bulgarian:2.630044):0.272535):0.056477,((Ukrainian:2.600686,Russian:2.600686):0.294315,Polish:2.895001):0.064055):0.218239):0.301874,(Lithuanian:2.733654,Latvian:2.733654):0.745516):0.064441,Slovenian:3.543610):0.108854,((((Welsh:2.813949,Italian:2.813949):0.255659,Romanian:3.069608):0.242264,((Spanish:2.808824,Galician:2.808824):0.248881,Portuguese:3.057705):0.254168):0.069679,Catalan:3.381552):0.270912):0.131030,(((Persian:3.291416,Armenian:3.291416):0.091879,(Sinhala:3.230710,Albanian:3.230710):0.152584):0.223610,Pashto:3.606905):0.176590):0.074030,(((Nepali:3.287488,Bengali:3.287488):0.069256,(Urdu:2.982065,Hindi:2.982065):0.374679):0.122685,(Marathi:2.984829,Gujarati:2.984829):0.494600):0.378095):0.097610,Greek:3.955135):0.014960,((((((German:3.226146,Dutch:3.226146):0.095694,English:3.321839):0.201419,Icelandic:3.523259):0.146871,(Swedish:3.325987,Norwegian:3.325987):0.344142):0.066655,Afrikaans:3.736784):0.100169,Danish:3.836953):0.133141):0.062742,French:4.032836):0.371546,Irish:4.404382);
DTW-I	by-sum	none	WPGMA	IMFCC	((((((((German:3.226146,Dutch:3.226146):0.095694,English:3.321839):0.196265,Icelandic:3.518104):0.108779,(Swedish:3.325987,Norwegian:3.325987):0.300896):0.124080,Danish:3.750963):0.324817,Afrikaans:4.075780):0.157398,(((((((((Ukrainian:2.600686,Russian:2.600686):0.294315,Polish:2.895001):0.106411,(((Serbian:2.430809,Bosnian:2.430809):0.238639,Croatian:2.669448):0.216618,(Macedonian:2.630044,Bulgarian:2.630044):0.256022):0.115346):0.159169,(Slovak:2.968663,Czech:2.968663):0.191918):0.366773,Slovenian:3.527354):0.171482,(Lithuanian:2.733654,Latvian:2.733654):0.965182):0.226940,Greek:3.925776):0.059020,(((((Spanish:2.808824,Galician:2.808824):0.248881,Portuguese:3.057705):0.294258,Catalan:3.351963):0.090263,((Welsh:2.813949,Italian:2.813949):0.255659,Romanian:3.069608):0.372617):0.260082,French:3.702308):0.282489):0.080481,((((Persian:3.291416,Armenian:3.291416):0.091879,(Sinhala:3.230710,Albanian:3.230710):0.152584):0.223610,Pashto:3.606905):0.353724,(((Nepali:3.287488,Bengali:3.287488):0.069256,(Urdu:2.982065,Hindi:2.982065):0.374679):0.122685,(Marathi:2.984829,Gujarati:2.984829):0.494600):0.481199):0.104649):0.167901):0.318162,Irish:4.551340);
DTW-I	by-sum	none	UPGMC	IMFCC	(((((((((((Marathi:2.984829,Gujarati:2.984829):-0.331346,((((((((((((((((((((((((((((((Serbian:2.430809,Bosnian:2.430809):-0.050672,Croatian:2.380137):-0.047972,Macedonian:2.332165):-0.040965,Ukrainian:2.291200):-0.009330,Russian:2.281870):0.091971,Bulgarian:2.373841):0.006817,Polish:2.380658):0.134340,Slovak:2.514998):-0.019867,Czech:2.495130):-0.013495,Welsh:2.481635):-0.014063,Lithuanian:2.467572):-0.002440,Italian:2.465132):0.314797,Spanish:2.779929):0.031257,Persian:2.811186):-0.043686,Armenian:2.767500):0.015747,Icelandic:2.783247):-0.008648,Sinhala:2.774599):0.002339,Nepali:2.776938):-0.015922,Urdu:2.761016):-0.001383,Romanian:2.759633):0.040672,Swedish:2.800305):-0.004556,Portuguese:2.795750):0.007814,English:2.803564):0.008318,Bengali:2.811881):0.046456,Dutch:2.858338):-0.008182,German:2.850156):0.043204,Galician:2.893360):0.055398,Catalan:2.948758):0.017950,Hindi:2.966708):0.011859,Slovenian:2.978567):-0.325084):0.360237,Albanian:3.013720):0.008176,Latvian:3.021896):-0.009539,Greek:3.012357):0.036928,Pashto:3.049285):0.013226,French:3.062511):0.088074,Afrikaans:3.150584):0.153269,Danish:3.303853):-0.013273,Norwegian:3.290580):0.239603,Irish:3.530183);
DTW-I	by-sum	none	WPGMC	IMFCC	((((((((((((((((((((((((Urdu:2.982065,Hindi:2.982065):-0.031396,Gujarati:2.950669):-0.279326,Marathi:2.671343):0.291280,Bengali:2.962623):-0.140402,Nepali:2.822221):-0.002634,((((Spanish:2.808824,Galician:2.808824):-0.119377,((((((((((((Serbian:2.430809,Bosnian:2.430809):-0.050672,Croatian:2.380137):-0.017395,Macedonian:2.362742):-0.057273,Ukrainian:2.305469):-0.042430,Russian:2.263039):0.213209,Polish:2.476249):0.090210,Slovak:2.566459):-0.050046,Czech:2.516412):0.231529,Welsh:2.747941):-0.259388,Italian:2.488553):0.116457,(Lithuanian:2.733654,Latvian:2.733654):-0.128644):0.138503,Romanian:2.743513):-0.054067):-0.168119,Portuguese:2.521328):0.327386,Catalan:2.848714):-0.029126):-0.024255,Sinhala:2.795332):-0.065499,Armenian:2.729833):-0.011476,Persian:2.718357):0.196272,Icelandic:2.914629):-0.053112,Swedish:2.861517):0.001899,English:2.863416):-0.081261,Dutch:2.782155):-0.084765,German:2.697390):0.493436,Danish:3.190827):0.139005,Norwegian:3.329832):0.014343,Afrikaans:3.344174):0.096325,Bulgarian:3.440499):-0.129050,Albanian:3.311450):-0.047716,Pashto:3.263734):0.302400,Greek:3.566133):-0.101174,French:3.464960):0.116153,Slovenian:3.581113):0.467970,Irish:4.049083);
DTW-I	by-sum	none	Ward	IMFCC	((((((((((Welsh:2.813949,Italian:2.813949):0.340257,Romanian:3.154206):0.592882,French:3.747087):0.214514,Greek:3.961601):0.398391,(Lithuanian:2.733654,Latvian:2.733654):1.626338):0.530207,(((Spanish:2.808824,Galician:2.808824):0.333736,Portuguese:3.142560):0.333395,Catalan:3.475954):1.414245):0.509839,((((Persian:3.291416,Armenian:3.291416):0.213873,(Sinhala:3.230710,Albanian:3.230710):0.274578):0.257260,Pashto:3.762549):0.845573,Irish:4.608121):0.791916):0.635560,(((Nepali:3.287488,Bengali:3.287488):0.274990,(Urdu:2.982065,Hindi:2.982065):0.580412):0.389114,(Marathi:2.984829,Gujarati:2.984829):0.966763):2.084006):0.349243,(((Swedish:3.325987,Norwegian:3.325987):0.561974,Danish:3.887961):0.399541,((((German:3.226146,Dutch:3.226146):0.127251,English:3.353396):0.280756,Icelandic:3.634152):0.203682,Afrikaans:3.837834):0.449668):2.097338):0.706196,((((((Serbian:2.430809,Bosnian:2.430809):0.317537,Croatian:2.748346):0.537286,(Macedonian:2.630044,Bulgarian:2.630044):0.655588):0.092548,((Ukrainian:2.600686,Russian:2.600686):0.387000,Polish:2.987686):0.390494):0.314797,(Slovak:2.968663,Czech:2.968663):0.724314):0.146975,Slovenian:3.839952):3.251085);
DTW-I	by-sum	none	NJ	IMFCC	((((Welsh:1.20933,Irish:2.31151)Inner30:0.13456,((Romanian:1.65306,Italian:1.27929)Inner26:0.07450,(French:1.97004,((Portuguese:1.55065,(Spanish:1.25487,Galician:1.55395)Inner5:0.10264)Inner11:0.05278,Catalan:1.77033)Inner16:0.17012)Inner33:0.03277)Inner34:0.12278)Inner38:0.02778,(Icelandic:1.66967,((English:1.61153,((Swedish:1.41892,Norwegian:1.90707)Inner6:0.11055,Danish:1.97937)Inner15:0.08941)Inner27:0.04712,(German:1.71923,(Dutch:1.58939,Afrikaans:1.85466)Inner14:0.11438)Inner28:0.03121)Inner29:0.08942)Inner31:0.13985)Inner39:0.02185,((Nepali:1.58843,((Urdu:1.48314,(Hindi:1.58883,(Marathi:1.49543,Gujarati:1.48940)Inner1:0.18022)Inner2:0.12497)Inner8:0.09507,Bengali:1.67789)Inner19:0.06495)Inner24:0.19184,((Persian:1.51482,Pashto:1.87034)Inner23:0.12326,(Armenian:1.55715,(Sinhala:1.48128,Albanian:1.74943)Inner12:0.14641)Inner25:0.04842)Inner32:0.08812)Inner36:0.05843,(((Lithuanian:1.06965,Latvian:1.66401)Inner3:0.36930,Greek:1.96376)Inner35:0.06942,(((Ukrainian:1.24046,Russian:1.36022)Inner13:0.13219,(Macedonian:1.24792,Bulgarian:1.38212)Inner10:0.17119)Inner21:0.01609,((Polish:1.44104,(Slovak:1.51696,Czech:1.45170)Inner7:0.14537)Inner18:0.05233,(Slovenian:1.87378,(Croatian:1.33526,(Serbian:1.19384,Bosnian:1.23696)Inner4:0.11879)Inner9:0.10374)Inner17:0.06007)Inner20:0.04300)Inner22:0.23211)Inner37:0.02825)Inner40:0.00000;
DTW-I	by-sum	none	Single	LFCC	(((((((((((((((((((((Slovak:2.916707,Czech:2.916707):0.072680,((((Ukrainian:2.563025,Russian:2.563025):0.160696,(((Serbian:2.097134,Bosnian:2.097134):0.352876,Croatian:2.450010):0.069792,Macedonian:2.519802):0.203918):0.020344,Bulgarian:2.744065):0.152367,Polish:2.896431):0.092956):0.015269,(Lithuanian:2.691103,Latvian:2.691103):0.313553):0.135983,Armenian:3.140639):0.091050,(((Welsh:2.982648,Italian:2.982648):0.071979,((Spanish:2.779641,Galician:2.779641):0.146826,Portuguese:2.926467):0.128160):0.027883,Romanian:3.082511):0.149178):0.012013,Sinhala:3.243702):0.003248,Slovenian:3.246950):0.015788,Persian:3.262738):0.001757,Catalan:3.264495):0.032432,Albanian:3.296927):0.028926,Icelandic:3.325853):0.004190,((Nepali:3.167655,Bengali:3.167655):0.048291,(Urdu:3.078623,Hindi:3.078623):0.137323):0.114097):0.028609,(Marathi:3.259031,Gujarati:3.259031):0.099621):0.075251,(Swedish:3.272382,Norwegian:3.272382):0.161521):0.025214,English:3.459116):0.021888,French:3.481005):0.026347,Pashto:3.507351):0.010682,Greek:3.518033):0.000921,((Dutch:3.273385,Afrikaans:3.273385):0.121654,German:3.395039):0.123915):0.188148,Danish:3.707103):0.044522,Irish:3.751624);
DTW-I	by-sum	none	Complete	LFCC	((((((((((Sinhala:3.243702,Armenian:3.243702):0.153817,Persian:3.397519):0.203788,Icelandic:3.601308):0.356397,(Lithuanian:2.691103,Latvian:2.691103):1.266601):0.171684,Greek:4.129389):0.385245,(((((Spanish:2.779641,Galician:2.779641):0.362601,Portuguese:3.142242):0.457652,Catalan:3.599893):0.366231,((Welsh:2.982648,Italian:2.982648):0.430118,Romanian:3.412766):0.553359):0.138081,French:4.104206):0.410428):0.038346,(((((Ukrainian:2.563025,Russian:2.563025):0.428128,Polish:2.991153):0.282048,(Slovak:2.916707,Czech:2.916707):0.356494):0.220205,((Macedonian:2.744065,Bulgarian:2.744065):0.321226,((Serbian:2.097134,Bosnian:2.097134):0.409700,Croatian:2.506834):0.558456):0.428116):0.269933,Slovenian:3.763339):0.789641):0.213013,((Pashto:3.999293,Albanian:3.999293):0.493763,(((Nepali:3.167655,Bengali:3.167655):0.484429,(Urdu:3.078623,Hindi:3.078623):0.573461):0.229149,(Marathi:3.259031,Gujarati:3.259031):0.622202):0.611822):0.272937):0.188318,(((German:3.682268,English:3.682268):0.289629,(Dutch:3.273385,Afrikaans:3.273385):0.698512):0.468809,((Swedish:3.272382,Norwegian:3.272382):0.668157,Danish:3.940538):0.500167):0.513605):0.159967,Irish:5.114278);
DTW-I	by-sum	none	UPGMA	LFCC	((((((((((((((((Serbian:2.097134,Bosnian:2.097134):0.381288,Croatian:2.478422):0.195167,Macedonian:2.673589):0.177894,(Ukrainian:2.563025,Russian:2.563025):0.288459):0.169470,Bulgarian:3.020953):0.056683,Polish:3.077636):0.148530,(Slovak:2.916707,Czech:2.916707):0.309460):0.274303,(Lithuanian:2.691103,Latvian:2.691103):0.809366):0.080656,Slovenian:3.581126):0.253831,((((Spanish:2.779641,Galician:2.779641):0.254714,Portuguese:3.034354):0.438450,Catalan:3.472805):0.067677,((Welsh:2.982648,Italian:2.982648):0.264990,Romanian:3.247638):0.292843):0.294475):0.013008,(((((Sinhala:3.243702,Armenian:3.243702):0.086427,Persian:3.330129):0.157896,Icelandic:3.488025):0.175232,Albanian:3.663256):0.082892,Pashto:3.746149):0.101815):0.248208,French:4.096171):0.015608,(((Nepali:3.167655,Bengali:3.167655):0.262446,(Urdu:3.078623,Hindi:3.078623):0.351478):0.236958,(Marathi:3.259031,Gujarati:3.259031):0.408028):0.444720):0.071396,Greek:4.183176):0.025297,(((Swedish:3.272382,Norwegian:3.272382):0.609557,Danish:3.881938):0.101048,((German:3.682268,English:3.682268):0.017705,(Dutch:3.273385,Afrikaans:3.273385):0.426588):0.283013):0.225487):0.399509,Irish:4.607982);
DTW-I	by-sum	none	WPGMA	LFCC	(((((((((German:3.682268,English:3.682268):0.017705,(Dutch:3.273385,Afrikaans:3.273385):0.426588):0.204037,(((((((Ukrainian:2.563025,Russian:2.563025):0.387450,Polish:2.950474):0.173617,(Slovak:2.916707,Czech:2.916707):0.207384):0.132630,((((Serbian:2.097134,Bosnian:2.097134):0.381288,Croatian:2.478422):0.243708,Macedonian:2.722130):0.146638,Bulgarian:2.868768):0.387952):0.320987,(Lithuanian:2.691103,Latvian:2.691103):0.886604):0.072637,((Welsh:2.982648,Italian:2.982648):0.264990,Romanian:3.247638):0.402705):0.037709,(((Sinhala:3.243702,Armenian:3.243702):0.086427,Persian:3.330129):0.186217,Icelandic:3.516345):0.171708):0.215957):0.146615,((Swedish:3.272382,Norwegian:3.272382):0.609557,Danish:3.881938):0.168687):0.297454,((((Spanish:2.779641,Galician:2.779641):0.254714,Portuguese:3.034354):0.458755,Catalan:3.493110):0.500914,French:3.994024):0.354055):0.063326,((Pashto:3.999293,Albanian:3.999293):0.266295,(((Nepali:3.167655,Bengali:3.167655):0.262446,(Urdu:3.078623,Hindi:3.078623):0.351478):0.236958,(Marathi:3.259031,Gujarati:3.259031):0.408028):0.598529):0.145817):0.039516,Greek:4.450921):0.069608,Slovenian:4.520529):0.409346,Irish:4.929874);
DTW-I	by-sum	none	UPGMC	LFCC	((((((Marathi:3.259031,Gujarati:3.259031):-0.269170,((((((((((((((((((((((Spanish:2.779641,Galician:2.779641):-0.080132,Portuguese:2.699508):-0.083009,(((((((((((((Serbian:2.097134,Bosnian:2.097134):0.148727,Croatian:2.245861):0.059614,Macedonian:2.305475):0.037306,Ukrainian:2.342781):-0.048056,Russian:2.294725):0.173874,Bulgarian:2.468599):0.007867,Polish:2.476467):0.073102,Slovak:2.549568):0.024709,Lithuanian:2.574277):-0.003648,Czech:2.570629):0.101700,Welsh:2.672330):-0.012269,Italian:2.660061):0.081360,Armenian:2.741421):-0.124922):0.139802,Sinhala:2.756301):0.023808,Nepali:2.780109):0.010357,Persian:2.790466):0.060306,Icelandic:2.850772):0.052083,Romanian:2.902856):0.051555,Latvian:2.954411):0.008781,Slovenian:2.963192):0.026201,Swedish:2.989393):0.003118,Urdu:2.992512):0.054148,Dutch:3.046660):0.001162,English:3.047822):0.010352,Bengali:3.058174):0.036399,Albanian:3.094573):0.032316,German:3.126889):0.032294,Pashto:3.159183):0.008438,Afrikaans:3.167621):0.050780,Catalan:3.218401):-0.009979,French:3.208422):0.012713,Greek:3.221135):-0.231273):0.221044,Hindi:3.210905):0.203385,Norwegian:3.414290):0.060660,Danish:3.474950):0.219447,Irish:3.694397);
