DTW	DistanceNormalization	FeatureNormalization	Clustering	Feature	Newick
DTW-D	by-sum	MMVN	UPGMC	CQCC	((((((((((((((((((Dutch:0.042057,Afrikaans:0.042057):-0.004083,(((((((((((((Spanish:0.038559,Galician:0.038559):-0.000393,Portuguese:0.038166):0.001343,Italian:0.039509):-0.002391,((((((((((Serbian:0.028902,Bosnian:0.028902):0.001322,Croatian:0.030224):0.004044,Macedonian:0.034268):0.001755,Ukrainian:0.036023):-0.001979,Russian:0.034044):0.002179,Polish:0.036223):-0.000303,Slovak:0.035920):0.000094,Czech:0.036014):-0.000000,Lithuanian:0.036014):-0.000099,Bulgarian:0.035915):0.001203):0.001997,Welsh:0.039116):-0.000264,Sinhala:0.038852):-0.000426,Armenian:0.038426):0.000611,Persian:0.039037):0.000253,Nepali:0.039290):0.000352,Albanian:0.039641):-0.000040,Latvian:0.039601):0.000841,Icelandic:0.040442):0.001322,Slovenian:0.041764):-0.003790):0.004096,Swedish:0.042070):0.000393,Urdu:0.042463):0.000194,Romanian:0.042657):0.000522,German:0.043178):0.000018,Bengali:0.043196):0.000502,Pashto:0.043699):0.001055,English:0.044754):0.000640,Catalan:0.045394):0.000245,French:0.045639):0.000234,Greek:0.045872):0.000242,Gujarati:0.046114):-0.000345,Hindi:0.045769):-0.000391,Marathi:0.045378):0.001289,Norwegian:0.046668):0.001237,Danish:0.047905):0.001380,Irish:0.049285);
DTW-D	by-sum	MMVN	WPGMC	CQCC	(((((((((((((((Swedish:0.044722,Norwegian:0.044722):-0.000073,Icelandic:0.044649):-0.004467,(Dutch:0.042057,Afrikaans:0.042057):-0.001875):0.001400,German:0.041583):0.002417,((((((((((((((Spanish:0.038559,Galician:0.038559):-0.000393,Portuguese:0.038166):0.001824,Italian:0.039990):-0.003692,((Lithuanian:0.039551,Latvian:0.039551):-0.000641,(((((((((Serbian:0.028902,Bosnian:0.028902):0.001322,Croatian:0.030224):0.004993,Macedonian:0.035217):0.001031,Bulgarian:0.036248):0.001976,Ukrainian:0.038224):-0.004954,Russian:0.033270):0.003962,Polish:0.037232):-0.001380,Slovak:0.035852):-0.001094,Czech:0.034759):0.004152):-0.002612):0.001684,Welsh:0.037982):0.001063,Armenian:0.039045):-0.000259,Sinhala:0.038786):-0.000016,Albanian:0.038770):0.001276,Nepali:0.040047):0.000972,Urdu:0.041019):-0.002255,Hindi:0.038763):0.002602,Gujarati:0.041366):-0.001170,Marathi:0.040196):0.003563,Bengali:0.043758):0.000241):-0.003631,Persian:0.040368):0.003662,Pashto:0.044030):0.005437,Romanian:0.049467):-0.000965,Catalan:0.048502):0.000373,French:0.048875):0.002394,English:0.051269):-0.000452,Danish:0.050817):0.003419,Slovenian:0.054236):-0.000503,Greek:0.053733):0.001630,Irish:0.055364);
DTW-D	by-sum	MMVN	Ward	CQCC	((((((((Lithuanian:0.039551,Latvian:0.039551):0.018771,Greek:0.058322):0.004121,((((Persian:0.047453,Armenian:0.047453):0.001457,Welsh:0.048909):0.002854,(Sinhala:0.045062,Albanian:0.045062):0.006702):0.002427,Pashto:0.054190):0.008252):0.002886,Irish:0.065329):0.013899,(((((Spanish:0.038559,Galician:0.038559):0.005511,Portuguese:0.044070):0.008631,Catalan:0.052701):0.004983,(Romanian:0.047760,Italian:0.047760):0.009924):0.003558,French:0.061242):0.017987):0.011953,((((Swedish:0.044722,Norwegian:0.044722):0.006834,Icelandic:0.051557):0.004904,Danish:0.056461):0.010159,(((Dutch:0.042057,Afrikaans:0.042057):0.010476,German:0.052533):0.003497,English:0.056031):0.010589):0.024562):0.006187,(((Nepali:0.044879,Bengali:0.044879):0.007821,(Urdu:0.042836,Hindi:0.042836):0.009864):0.004453,(Marathi:0.046191,Gujarati:0.046191):0.010963):0.040216):0.016816,((((Macedonian:0.040751,Bulgarian:0.040751):0.007336,((Serbian:0.028902,Bosnian:0.028902):0.005998,Croatian:0.034900):0.013186):0.006042,Slovenian:0.054128):0.004561,(((Slovak:0.040326,Czech:0.040326):0.003634,Polish:0.043959):0.006745,(Ukrainian:0.038331,Russian:0.038331):0.012373):0.007986):0.055495);
DTW-D	by-sum	MMVN	NJ	CQCC	(((Icelandic:0.02320,((Swedish:0.02018,Norwegian:0.02454)Inner6:0.00305,Danish:0.02855)Inner18:0.00160)Inner24:0.00145,(English:0.02764,(German:0.02550,(Dutch:0.02070,Afrikaans:0.02136)Inner7:0.00353)Inner23:0.00099)Inner25:0.00111)Inner28:0.00246,((French:0.03018,(Romanian:0.02681,(Italian:0.02147,((Portuguese:0.02110,(Spanish:0.01908,Galician:0.01948)Inner4:0.00238)Inner11:0.00131,Catalan:0.02687)Inner17:0.00141)Inner26:0.00080)Inner27:0.00150)Inner32:0.00157,(((Greek:0.03088,((Lithuanian:0.01672,Latvian:0.02283)Inner19:0.00323,(((Ukrainian:0.01884,Russian:0.01949)Inner9:0.00245,(Polish:0.02034,(Slovak:0.02053,Czech:0.01980)Inner8:0.00255)Inner13:0.00156)Inner21:0.00063,(Slovenian:0.02694,((Macedonian:0.01951,Bulgarian:0.02124)Inner10:0.00096,(Croatian:0.01763,(Serbian:0.01544,Bosnian:0.01346)Inner1:0.00142)Inner5:0.00363)Inner14:0.00131)Inner20:0.00074)Inner22:0.00290)Inner29:0.00154)Inner34:0.00029,Armenian:0.02324)Inner37:0.00046,((Persian:0.02286,Pashto:0.02714)Inner30:0.00155,((Nepali:0.02029,(((Urdu:0.01943,Hindi:0.02340)Inner3:0.00312,(Marathi:0.02325,Gujarati:0.02294)Inner2:0.00329)Inner12:0.00106,Bengali:0.02483)Inner15:0.00037)Inner16:0.00412,(Sinhala:0.02137,Albanian:0.02369)Inner31:0.00120)Inner35:0.00024)Inner36:0.00064)Inner38:0.00041)Inner39:0.00008,(Welsh:0.02222,Irish:0.03225)Inner33:0.00119)Inner40:0.00000;
DTW-D	by-sum	MMVN	Single	GFCC	((((((((((((((((((((Welsh:0.111213,Italian:0.111213):0.000130,((Spanish:0.104165,Galician:0.104165):0.001020,Portuguese:0.105185):0.006158):0.000214,Catalan:0.111557):0.000046,(((((Slovak:0.107111,Czech:0.107111):0.002466,Polish:0.109577):0.000188,(((((Serbian:0.073122,Bosnian:0.073122):0.008975,Croatian:0.082097):0.006074,Macedonian:0.088170):0.013726,Bulgarian:0.101897):0.000131,(Ukrainian:0.098056,Russian:0.098056):0.003972):0.007737):0.000539,((Lithuanian:0.104532,Armenian:0.104532):0.000310,Latvian:0.104843):0.005461):0.000245,Slovenian:0.110549):0.001055):0.000557,Nepali:0.112160):0.002147,Sinhala:0.114307):0.000864,Bengali:0.115171):0.001233,((Marathi:0.104655,Gujarati:0.104655):0.001740,(Urdu:0.098850,Hindi:0.098850):0.007545):0.010009):0.000605,Icelandic:0.117009):0.000022,Romanian:0.117031):0.000179,(Swedish:0.114330,Norwegian:0.114330):0.002880):0.000584,Persian:0.117794):0.003740,Albanian:0.121534):0.000342,English:0.121875):0.000902,((Dutch:0.100828,Afrikaans:0.100828):0.019122,German:0.119950):0.002827):0.000434,Pashto:0.123212):0.000461,Greek:0.123673):0.003116,French:0.126788):0.003346,Irish:0.130134):0.000166,Danish:0.130300);
DTW-D	by-sum	MMVN	Complete	GFCC	(((((((Persian:0.127248,Pashto:0.127248):0.015753,(((Lithuanian:0.104532,Armenian:0.104532):0.013026,Sinhala:0.117559):0.007149,Albanian:0.124708):0.018293):0.009943,(((Nepali:0.115171,Bengali:0.115171):0.007149,(Urdu:0.098850,Hindi:0.098850):0.023471):0.007210,(Marathi:0.104655,Gujarati:0.104655):0.024876):0.023413):0.004335,((((Welsh:0.111213,Italian:0.111213):0.013065,Romanian:0.124277):0.010917,(((Spanish:0.104165,Galician:0.104165):0.003139,Portuguese:0.107304):0.015050,Catalan:0.122354):0.012841):0.007580,French:0.142775):0.014504):0.001790,((Latvian:0.144527,Greek:0.144527):0.010767,(((((((Serbian:0.073122,Bosnian:0.073122):0.012409,Croatian:0.085532):0.015748,Macedonian:0.101279):0.010991,(Ukrainian:0.098056,Russian:0.098056):0.014214):0.007720,Bulgarian:0.119991):0.005520,((Slovak:0.107111,Czech:0.107111):0.010770,Polish:0.117881):0.007629):0.001873,Slovenian:0.127383):0.027911):0.003775):0.006692,(((German:0.134330,English:0.134330):0.001001,((Dutch:0.100828,Afrikaans:0.100828):0.026065,Icelandic:0.126893):0.008438):0.012167,((Swedish:0.114330,Norwegian:0.114330):0.019605,Danish:0.133935):0.013564):0.018262):0.001744,Irish:0.167505);
DTW-D	by-sum	MMVN	UPGMA	GFCC	((((((((Sinhala:0.122040,Albanian:0.122040):0.014646,Pashto:0.136686):0.003583,(((Marathi:0.104655,Gujarati:0.104655):0.013132,(Urdu:0.098850,Hindi:0.098850):0.018937):0.004496,(Nepali:0.115171,Bengali:0.115171):0.007111):0.017987):0.000680,(((((Lithuanian:0.104532,Armenian:0.104532):0.009222,Latvian:0.113755):0.011251,Persian:0.125006):0.004569,((((Slovak:0.107111,Czech:0.107111):0.006618,Polish:0.113729):0.003258,(((Ukrainian:0.098056,Russian:0.098056):0.009202,(((Serbian:0.073122,Bosnian:0.073122):0.010692,Croatian:0.083814):0.010666,Macedonian:0.094480):0.012778):0.004711,Bulgarian:0.111969):0.005018):0.004230,Slovenian:0.121217):0.008358):0.007920,(((((Spanish:0.104165,Galician:0.104165):0.002079,Portuguese:0.106244):0.011268,Catalan:0.117513):0.001856,(Welsh:0.111213,Italian:0.111213):0.008156):0.009668,Romanian:0.129037):0.008458):0.003456):0.003280,((((Swedish:0.114330,Norwegian:0.114330):0.007899,Icelandic:0.122230):0.009414,Danish:0.131644):0.004610,(((Dutch:0.100828,Afrikaans:0.100828):0.024390,German:0.125217):0.005164,English:0.130382):0.005872):0.007976):0.001908,Greek:0.146138):0.000959,French:0.147097):0.008569,Irish:0.155666);
DTW-D	by-sum	MMVN	WPGMA	GFCC	(((((((((((Spanish:0.104165,Galician:0.104165):0.002079,Portuguese:0.106244):0.011271,Catalan:0.117516):0.001800,(Welsh:0.111213,Italian:0.111213):0.008103):0.007980,Romanian:0.127295):0.011556,French:0.138852):0.005001,((((Sinhala:0.122040,Albanian:0.122040):0.010336,((Lithuanian:0.104532,Armenian:0.104532):0.009222,Latvian:0.113755):0.018621):0.002402,(Persian:0.127248,Pashto:0.127248):0.007530):0.003117,(((Marathi:0.104655,Gujarati:0.104655):0.013132,(Urdu:0.098850,Hindi:0.098850):0.018937):0.004496,(Nepali:0.115171,Bengali:0.115171):0.007111):0.015613):0.005957):0.002667,(((((((Serbian:0.073122,Bosnian:0.073122):0.010692,Croatian:0.083814):0.012366,Macedonian:0.096180):0.009435,Bulgarian:0.105615):0.008336,(Ukrainian:0.098056,Russian:0.098056):0.015894):0.004479,((Slovak:0.107111,Czech:0.107111):0.006618,Polish:0.113729):0.004701):0.006697,Slovenian:0.125127):0.021392):0.001490,((((Dutch:0.100828,Afrikaans:0.100828):0.024390,German:0.125217):0.006152,English:0.131369):0.008614,(((Swedish:0.114330,Norwegian:0.114330):0.007899,Icelandic:0.122230):0.009078,Danish:0.131308):0.008675):0.008026):0.003437,Greek:0.151446):0.008914,Irish:0.160360);
DTW-D	by-sum	MMVN	UPGMC	GFCC	(((((((((((((Marathi:0.104655,Gujarati:0.104655):-0.008769,((((((Spanish:0.104165,Galician:0.104165):-0.011556,Portuguese:0.092609):-0.004309,((((((((((((((((((((Serbian:0.073122,Bosnian:0.073122):0.002317,Croatian:0.075439):0.007020,Macedonian:0.082459):0.010384,Ukrainian:0.092843):-0.006560,Russian:0.086283):0.005745,Bulgarian:0.092028):0.001589,Lithuanian:0.093618):-0.000272,Polish:0.093346):-0.001507,Slovak:0.091839):-0.001731,Czech:0.090108):0.005639,Slovenian:0.095747):0.002900,Welsh:0.098647):-0.002116,Armenian:0.096531):0.002883,Italian:0.099414):0.002340,(Urdu:0.098850,Hindi:0.098850):0.002904):-0.002158,Nepali:0.099595):-0.000423,(Dutch:0.100828,Afrikaans:0.100828):-0.001655):0.001284,Sinhala:0.100457):0.000186,Persian:0.100643):0.000205,Icelandic:0.100848):-0.012548):0.014585,Romanian:0.102885):0.000689,English:0.103575):-0.000232,Swedish:0.103343):-0.007458):0.007509,Bengali:0.103394):0.002989,Catalan:0.106383):0.000504,Latvian:0.106887):0.001136,German:0.108024):0.000778,Pashto:0.108802):0.000293,Albanian:0.109095):0.000940,Greek:0.110035):0.001362,French:0.111397):0.003169,Norwegian:0.114566):0.003022,Danish:0.117588):0.004552,Irish:0.122140);
DTW-D	by-sum	MMVN	WPGMC	GFCC	((((((((((((((((((((((((Urdu:0.098850,Hindi:0.098850):0.004447,Gujarati:0.103296):-0.008595,Marathi:0.094702):0.009219,Nepali:0.103921):-0.004698,Bengali:0.099223):0.008643,((((((((((((((Serbian:0.073122,Bosnian:0.073122):0.002317,Croatian:0.075439):0.009353,Macedonian:0.084792):0.006478,Bulgarian:0.091270):0.006005,Ukrainian:0.097275):-0.012258,Russian:0.085016):0.012287,Lithuanian:0.097304):-0.002846,Armenian:0.094457):0.001334,Welsh:0.095792):-0.000118,Italian:0.095674):0.004250,Portuguese:0.099924):-0.010006,Spanish:0.089918):-0.002339,Galician:0.087580):0.013091,Catalan:0.100670):0.007196):-0.009140,((Slovak:0.107111,Czech:0.107111):-0.006695,Polish:0.100416):-0.001690):0.003127,(Dutch:0.100828,Afrikaans:0.100828):0.001025):-0.001956,Icelandic:0.099897):-0.001478,Swedish:0.098419):0.002482,Norwegian:0.100901):0.012135,Danish:0.113036):0.006770,Sinhala:0.119806):-0.005769,Persian:0.114037):-0.004698,Pashto:0.109339):0.007521,Albanian:0.116859):0.000508,Romanian:0.117367):0.004047,English:0.121414):-0.007883,German:0.113531):0.010324,Latvian:0.123854):-0.003359,Greek:0.120495):0.004866,Slovenian:0.125361):0.002507,French:0.127868):0.008263,Irish:0.136131);
DTW-D	by-sum	MMVN	Ward	GFCC	((((((((((Welsh:0.111213,Italian:0.111213):0.011173,Catalan:0.122386):0.007509,Romanian:0.129895):0.010502,((Spanish:0.104165,Galician:0.104165):0.002770,Portuguese:0.106935):0.033462):0.009710,French:0.150108):0.019311,Irish:0.169418):0.029188,(((Persian:0.127248,Pashto:0.127248):0.019506,(Sinhala:0.122040,Albanian:0.122040):0.024714):0.005739,(((Lithuanian:0.104532,Armenian:0.104532):0.012588,Latvian:0.117120):0.026614,Greek:0.143734):0.008758):0.046114):0.019731,(((Nepali:0.115171,Bengali:0.115171):0.015176,(Urdu:0.098850,Hindi:0.098850):0.031497):0.006976,(Marathi:0.104655,Gujarati:0.104655):0.032668):0.081014):0.013490,((((Swedish:0.114330,Norwegian:0.114330):0.010556,Icelandic:0.124886):0.012344,Danish:0.137230):0.028736,(((Dutch:0.100828,Afrikaans:0.100828):0.031664,German:0.132492):0.003836,English:0.136327):0.029639):0.065862):0.051791,((((Slovak:0.107111,Czech:0.107111):0.008839,Polish:0.115950):0.013922,(Ukrainian:0.098056,Russian:0.098056):0.031816):0.016785,(((((Serbian:0.073122,Bosnian:0.073122):0.013987,Croatian:0.087109):0.013882,Macedonian:0.100991):0.017788,Bulgarian:0.118780):0.009268,Slovenian:0.128047):0.018609):0.136963);
DTW-D	by-sum	MMVN	NJ	GFCC	((((Icelandic:0.05697,((Swedish:0.05221,Norwegian:0.06212)Inner7:0.00526,Danish:0.06989)Inner16:0.00314)Inner25:0.00587,(English:0.06425,(German:0.06419,(Dutch:0.04895,Afrikaans:0.05188)Inner4:0.01062)Inner24:0.00451)Inner28:0.00217)Inner31:0.00431,((Greek:0.07469,((Lithuanian:0.03996,Latvian:0.06488)Inner22:0.00655,(((Ukrainian:0.04829,Russian:0.04976)Inner12:0.00673,(Polish:0.05393,(Slovak:0.05568,Czech:0.05143)Inner9:0.00625)Inner15:0.00353)Inner19:0.00055,(Slovenian:0.06499,(Bulgarian:0.05533,(Macedonian:0.04818,(Croatian:0.04347,(Serbian:0.03747,Bosnian:0.03565)Inner1:0.00378)Inner5:0.00610)Inner11:0.00219)Inner13:0.00363)Inner17:0.00236)Inner20:0.00903)Inner33:0.00185)Inner37:0.00106,(((Persian:0.05946,Pashto:0.06778)Inner27:0.00474,Armenian:0.05370)Inner35:0.00068,((Nepali:0.05387,(((Urdu:0.04863,Hindi:0.05022)Inner3:0.00684,(Marathi:0.05329,Gujarati:0.05137)Inner2:0.00919)Inner14:0.00397,Bengali:0.06181)Inner21:0.00133)Inner23:0.00735,(Sinhala:0.05606,Albanian:0.06598)Inner26:0.00582)Inner34:0.00133)Inner36:0.00187)Inner38:0.00146)Inner39:0.00064,(French:0.07334,(Romanian:0.06427,(Italian:0.04978,((Portuguese:0.05187,(Spanish:0.05178,Galician:0.05239)Inner6:0.00229)Inner8:0.00354,Catalan:0.06086)Inner10:0.00390)Inner18:0.00499)Inner29:0.00239)Inner32:0.00298,(Welsh:0.05027,Irish:0.07986)Inner30:0.00394)Inner40:0.00000;
DTW-D	by-sum	MMVN	Single	IMFCC	((((((((((((((((((((((((((Spanish:0.064028,Portuguese:0.064028):0.000365,Galician:0.064394):0.000732,((Welsh:0.061278,Italian:0.061278):0.001389,Romanian:0.062667):0.002459):0.002601,English:0.067728):0.000380,Catalan:0.068107):0.000082,((((((((Serbian:0.054023,Bosnian:0.054023):0.001008,Croatian:0.055031):0.002915,Macedonian:0.057946):0.002445,Bulgarian:0.060391):0.001439,(Ukrainian:0.059309,Russian:0.059309):0.002521):0.001773,Polish:0.063603):0.000981,Slovak:0.064584):0.001566,Czech:0.066150):0.002040):0.000004,Slovenian:0.068194):0.000585,Nepali:0.068778):0.001929,French:0.070707):0.000335,(Lithuanian:0.062950,Latvian:0.062950):0.008092):0.000830,German:0.071873):0.000046,Greek:0.071918):0.000109,Dutch:0.072028):0.000440,Danish:0.072468):0.000020,((Marathi:0.068198,Gujarati:0.068198):0.001833,(Urdu:0.065651,Hindi:0.065651):0.004380):0.002456):0.000615,Icelandic:0.073102):0.000024,Swedish:0.073126):0.000769,Armenian:0.073896):0.000160,Persian:0.074056):0.001328,Bengali:0.075384):0.000966,Sinhala:0.076350):0.000198,Pashto:0.076548):0.000625,Norwegian:0.077173):0.000336,Irish:0.077510):0.001308,Afrikaans:0.078818):0.003192,Albanian:0.082010);
DTW-D	by-sum	MMVN	Complete	IMFCC	(((((((((Welsh:0.061278,Italian:0.061278):0.008058,Romanian:0.069336):0.011818,Greek:0.081154):0.004096,(Lithuanian:0.062950,Latvian:0.062950):0.022299):0.003761,((((((Serbian:0.054023,Bosnian:0.054023):0.006293,Croatian:0.060316):0.007533,(Ukrainian:0.059309,Russian:0.059309):0.008541):0.005088,(Macedonian:0.060391,Bulgarian:0.060391):0.012545):0.002122,((Slovak:0.064584,Polish:0.064584):0.004815,Czech:0.069399):0.005660):0.003510,Slovenian:0.078570):0.010441):0.008246,(((Nepali:0.075541,Bengali:0.075541):0.001330,(Urdu:0.065651,Hindi:0.065651):0.011220):0.008483,(Marathi:0.068198,Gujarati:0.068198):0.017156):0.011902):0.005547,(((Sinhala:0.078114,Armenian:0.078114):0.005412,Albanian:0.083526):0.010020,(Persian:0.080487,Pashto:0.080487):0.013059):0.009257):0.004017,((((((English:0.072028,Dutch:0.072028):0.001498,German:0.073526):0.008024,Icelandic:0.081550):0.001812,Danish:0.083362):0.006880,(Swedish:0.077173,Norwegian:0.077173):0.013068):0.005883,Afrikaans:0.096125):0.010695):0.004439,(((((Spanish:0.064028,Portuguese:0.064028):0.008103,Galician:0.072131):0.007688,Catalan:0.079819):0.008191,French:0.088011):0.011465,Irish:0.099476):0.011782);
DTW-D	by-sum	MMVN	UPGMA	IMFCC	((((((((((((Spanish:0.064028,Portuguese:0.064028):0.004234,Galician:0.068262):0.005273,((Welsh:0.061278,Italian:0.061278):0.004724,Romanian:0.066001):0.007534):0.001951,Catalan:0.075486):0.003876,French:0.079361):0.002716,(((((Slovak:0.064584,Polish:0.064584):0.003190,Czech:0.067774):0.001862,(((Ukrainian:0.059309,Russian:0.059309):0.005611,((Serbian:0.054023,Bosnian:0.054023):0.003651,Croatian:0.057673):0.007246):0.001071,(Macedonian:0.060391,Bulgarian:0.060391):0.005599):0.003646):0.004287,Slovenian:0.073924):0.004852,(Lithuanian:0.062950,Latvian:0.062950):0.015825):0.003302):0.001483,Greek:0.083560):0.002177,(((((English:0.072028,Dutch:0.072028):0.001095,German:0.073122):0.005532,Danish:0.078654):0.002459,Icelandic:0.081113):0.001472,(Swedish:0.077173,Norwegian:0.077173):0.005412):0.003152):0.001550,((((Urdu:0.065651,Hindi:0.065651):0.009106,Nepali:0.074757):0.001441,Bengali:0.076198):0.002716,(Marathi:0.068198,Gujarati:0.068198):0.010715):0.008374):0.001831,(((Persian:0.080487,Pashto:0.080487):0.002042,(Sinhala:0.078114,Armenian:0.078114):0.004415):0.004480,Albanian:0.087009):0.002110):0.004083,Afrikaans:0.093202):0.004442,Irish:0.097644);
DTW-D	by-sum	MMVN	WPGMA	IMFCC	((((((Persian:0.080487,Pashto:0.080487):0.002042,(Sinhala:0.078114,Armenian:0.078114):0.004415):0.004480,Albanian:0.087009):0.006905,Afrikaans:0.093914):0.001578,(((((((((Slovak:0.064584,Polish:0.064584):0.003190,Czech:0.067774):0.001896,(((Macedonian:0.060391,Bulgarian:0.060391):0.004311,((Serbian:0.054023,Bosnian:0.054023):0.003651,Croatian:0.057673):0.007029):0.001449,(Ukrainian:0.059309,Russian:0.059309):0.006843):0.003519):0.005210,Slovenian:0.074880):0.006089,(Lithuanian:0.062950,Latvian:0.062950):0.018018):0.003146,Greek:0.084114):0.001897,((((Welsh:0.061278,Italian:0.061278):0.004724,Romanian:0.066001):0.010584,French:0.076585):0.003942,(((Spanish:0.064028,Portuguese:0.064028):0.004234,Galician:0.068262):0.007820,Catalan:0.076082):0.004445):0.005484):0.003017,(((((English:0.072028,Dutch:0.072028):0.001095,German:0.073122):0.005400,Danish:0.078523):0.003335,Icelandic:0.081857):0.001308,(Swedish:0.077173,Norwegian:0.077173):0.005993):0.005862):0.002279,((((Urdu:0.065651,Hindi:0.065651):0.009106,Nepali:0.074757):0.001277,Bengali:0.076034):0.004044,(Marathi:0.068198,Gujarati:0.068198):0.011879):0.011229):0.004186):0.006027,Irish:0.101519);
DTW-D	by-sum	MMVN	UPGMC	IMFCC	(((((((((((((((((((((((((((((((((((((((((Serbian:0.054023,Bosnian:0.054023):-0.002997,Croatian:0.051025):0.002649,Macedonian:0.053674):-0.001091,Ukrainian:0.052583):-0.000974,Russian:0.051609):0.000927,Polish:0.052536):0.000932,Bulgarian:0.053468):0.001581,Slovak:0.055049):0.000231,Welsh:0.055281):-0.000959,Italian:0.054322):0.000529,Czech:0.054850):0.003286,Lithuanian:0.058136):0.000196,Slovenian:0.058332):0.003917,Romanian:0.062249):-0.000669,Spanish:0.061580):0.001076,English:0.062656):-0.000252,Portuguese:0.062404):0.000252,Nepali:0.062656):0.001597,Urdu:0.064253):-0.000094,German:0.064159):-0.000773,Dutch:0.063386):0.000476,Greek:0.063862):-0.000095,Icelandic:0.063767):-0.000363,Armenian:0.063404):-0.000081,Persian:0.063323):0.000257,Swedish:0.063580):0.000622,Latvian:0.064201):0.000789,Bengali:0.064990):-0.000430,Hindi:0.064560):0.001127,French:0.065687):0.000578,Danish:0.066265):0.000348,Sinhala:0.066613):0.000429,Catalan:0.067042):0.000921,Gujarati:0.067963):-0.000545,Marathi:0.067418):0.000798,Galician:0.068216):0.000866,Pashto:0.069081):0.003917,Afrikaans:0.072998):0.000174,Norwegian:0.073172):0.000916,Albanian:0.074088):0.003697,Irish:0.077785);
DTW-D	by-sum	MMVN	WPGMC	IMFCC	((((((((((((((((((((((((Urdu:0.065651,Hindi:0.065651):0.000845,Gujarati:0.066496):-0.005714,Marathi:0.060783):0.007351,Bengali:0.068133):-0.003506,Nepali:0.064628):0.000841,(Lithuanian:0.062950,Latvian:0.062950):0.002519):-0.004492,((((((((((((((((Serbian:0.054023,Bosnian:0.054023):-0.002997,Croatian:0.051025):0.003076,Macedonian:0.054101):-0.001033,Bulgarian:0.053068):0.001879,Ukrainian:0.054948):-0.003137,Russian:0.051811):0.003106,Polish:0.054916):0.000855,Slovak:0.055771):0.000379,Czech:0.056150):0.003997,Welsh:0.060147):-0.006101,Italian:0.054046):0.003226,Romanian:0.057272):0.003676,Spanish:0.060948):-0.004727,Portuguese:0.056222):0.004517,Galician:0.060738):0.004597,Catalan:0.065335):-0.004358):0.001030,English:0.062008):0.000456,Dutch:0.062464):-0.001884,German:0.060580):0.004812,Swedish:0.065392):0.000563,Icelandic:0.065955):0.001659,Danish:0.067614):0.003392,Norwegian:0.071005):0.005186,Armenian:0.076192):-0.006380,Persian:0.069812):-0.000972,Sinhala:0.068839):0.001090,Pashto:0.069930):0.005277,Greek:0.075207):-0.001867,French:0.073340):0.001089,Slovenian:0.074429):0.007535,Albanian:0.081964):-0.001773,Afrikaans:0.080191):0.007479,Irish:0.087670);
